ensembl_gene_id,percentage_gene_gc_content,external_gene_name,entrezgene_id
ENSG00000253606,48.67,AFG3L2P1,
ENSG00000234713,59.93,AC022616.1,
ENSG00000253707,32.04,AC022616.4,
ENSG00000188877,37.05,POTEA,340441
ENSG00000277862,50.59,PRAMEF34P,
ENSG00000255480,40.41,AL353699.1,
ENSG00000236179,51.90,PRAMEF35P,
ENSG00000254489,37.19,MPPED2-AS1,105376609
ENSG00000275774,46.09,HNRNPCL2,440563
ENSG00000287373,39.12,AL122014.1,
ENSG00000170959,36.55,DCDC1,341019
ENSG00000254419,62.10,AL139349.1,
ENSG00000237121,47.64,PIEZO1P2,
ENSG00000229978,50.61,PRAMEF36P,
ENSG00000222047,51.61,C10orf55,414236
ENSG00000233336,47.29,AC245056.1,
ENSG00000280267,48.32,PRAMEF26,645359
ENSG00000035403,41.45,VCL,7414
ENSG00000270279,49.48,AL132655.3,
ENSG00000268649,63.13,AL132655.2,
ENSG00000284040,60.00,MIR296,407022
ENSG00000216031,53.41,MIR298,100126296
ENSG00000235590,49.03,GNAS-AS1,149775
ENSG00000179412,43.95,HNRNPCL4,101060301
ENSG00000204505,47.82,PRAMEF9,343070
ENSG00000225839,44.63,TRMT2B-AS1,
ENSG00000268333,47.89,AL132655.1,
ENSG00000126950,44.15,TMEM35A,59353
ENSG00000279169,46.73,PRAMEF13,400736
ENSG00000278769,47.62,AC090510.3,
ENSG00000102384,40.62,CENPI,2491
ENSG00000274403,44.52,AC090510.2,
ENSG00000279804,49.74,PRAMEF18,391003
ENSG00000128881,39.88,TTBK2,146057
ENSG00000250894,50.61,PRAMEF31P,
ENSG00000207352,40.59,RNU6-540P,
ENSG00000270601,47.59,PRAMEF5,343068
ENSG00000283098,40.59,AL132857.1,
ENSG00000087460,47.09,GNAS,2778
ENSG00000188831,40.36,DPPA3P2,
ENSG00000113597,36.77,TRAPPC13,80006
ENSG00000238509,39.25,RNU6-104P,
ENSG00000255497,38.34,AC022616.8,
ENSG00000238540,44.26,RNU7-93P,
ENSG00000254342,36.97,AC022616.6,
ENSG00000257520,43.63,SFTA3,253970
ENSG00000201329,44.39,U3,
ENSG00000250637,36.59,AC134698.1,
ENSG00000229415,40.89,SFTA3,
ENSG00000231219,49.07,PRAMEF32P,
ENSG00000207511,45.79,RNU6-771P,
ENSG00000254069,34.14,AC134698.4,
ENSG00000182330,49.88,PRAMEF8,391002
ENSG00000253319,57.01,AC134698.3,
ENSG00000253418,49.29,SNX18P27,
ENSG00000254145,49.40,AC134698.5,
ENSG00000253748,51.52,CYP4F44P,
ENSG00000253195,50.50,AC134698.2,
ENSG00000250510,61.54,GPR162,27239
ENSG00000268945,51.62,AC010422.2,
ENSG00000253845,50.20,AC139365.2,
ENSG00000283980,61.65,GNG14,105372280
ENSG00000136352,62.30,NKX2-1,7080
ENSG00000253198,47.20,AC139365.1,
ENSG00000276685,53.93,AC118650.1,
ENSG00000231643,56.27,YWHAQP8,
ENSG00000253425,41.48,HSPA8P13,
ENSG00000132004,56.53,FBXW9,84261
ENSG00000102385,45.17,DRP2,1821
ENSG00000237700,47.90,PRAMEF33,645382
ENSG00000248498,40.33,ASNSP1,389652
ENSG00000255370,44.94,CYCSP25,
ENSG00000255525,35.93,AL137804.1,
ENSG00000204501,48.15,PRAMEF15,653619
ENSG00000284158,62.30,MIR6822,102466743
ENSG00000253563,58.25,NKX2-1-AS1,100506237
ENSG00000170946,36.51,DNAJC24,120526
ENSG00000144655,55.85,CSRNP1,64651
ENSG00000258467,36.21,PHKBP2,
ENSG00000243730,52.70,RPL29P3,
ENSG00000136327,64.15,NKX2-8,26257
ENSG00000201395,48.87,RN7SKP257,
ENSG00000258661,48.74,AL079303.1,
ENSG00000254070,43.18,AC104576.1,
ENSG00000198807,43.60,PAX9,5083
ENSG00000228229,47.71,AC243961.1,
ENSG00000251470,35.88,ASNSP4,
ENSG00000204481,46.52,PRAMEF14,729528
ENSG00000285542,40.10,AC013717.1,
ENSG00000267791,62.15,AC018761.4,
ENSG00000228984,35.25,AC021451.1,
ENSG00000226972,50.21,RPL12P19,
ENSG00000250857,41.90,TRIM60P15,
ENSG00000286484,40.52,AC021451.2,
ENSG00000284669,47.25,AC092053.3,
ENSG00000246283,39.46,AC090510.1,
ENSG00000286554,44.18,AC021451.3,
ENSG00000283849,68.15,AC092053.2,
ENSG00000105576,54.01,TNPO2,30000
ENSG00000286877,42.76,AC090510.4,
ENSG00000214305,56.18,Metazoa_SRP,
ENSG00000204480,51.52,PRAMEF19,645414
ENSG00000287620,50.55,AC092053.4,
ENSG00000260799,56.26,KRT8P50,
ENSG00000138079,41.62,SLC3A1,6519
ENSG00000253314,42.34,LINC00293,497634
ENSG00000254793,50.91,FDPSP4,
ENSG00000168334,58.29,XIRP1,165904
ENSG00000159459,39.81,UBR1,197131
ENSG00000223238,50.51,RNA5SP294,
ENSG00000173258,42.33,ZNF483,158399
ENSG00000148950,34.91,IMMP1L,196294
ENSG00000129194,63.43,SOX15,6665
ENSG00000204479,50.17,PRAMEF17,391004
ENSG00000183032,38.40,SLC25A21,89874
ENSG00000225761,40.99,AL596247.1,
ENSG00000204478,50.84,PRAMEF20,645425
ENSG00000110811,56.25,P3H3,10536
ENSG00000287995,41.06,AC092053.6,
ENSG00000185009,41.23,AP3M1,26985
ENSG00000162494,50.14,LRRC38,126755
ENSG00000215034,38.19,DSTNP4,
ENSG00000287958,39.02,AC092053.5,
ENSG00000168329,46.15,CX3CR1,1524
ENSG00000129245,48.10,FXR2,9513
ENSG00000259961,57.55,AL354712.1,
ENSG00000215909,53.75,BRWD1P1,
ENSG00000270367,42.25,AC092053.1,
ENSG00000287780,41.52,AC104850.2,
ENSG00000102387,41.04,TAF7L,54457
ENSG00000179934,42.20,CCR8,1237
ENSG00000162493,45.38,PDPN,10630
ENSG00000106853,43.26,PTGR1,22949
ENSG00000228168,46.62,HNRNPA1P21,
ENSG00000258690,36.04,AL162464.2,
ENSG00000238267,32.22,AC104850.1,
ENSG00000223668,45.57,EEF1A1P24,
ENSG00000156110,37.43,ADK,132
ENSG00000258601,37.96,AL162464.1,
ENSG00000266327,24.10,MIR4503,100616280
ENSG00000258827,42.54,AL079304.1,
ENSG00000258708,46.05,SLC25A21-AS1,100129794
ENSG00000144659,46.40,SLC25A38,54977
ENSG00000252746,37.50,RNU6-273P,
ENSG00000253251,38.39,SHLD3,112441434
ENSG00000151338,35.83,MIPOL1,145282
ENSG00000202024,42.06,RNU6-934P,
ENSG00000270813,41.24,NANOGNBP3,
ENSG00000260352,46.53,AC092287.1,
ENSG00000183911,43.03,RPL21P132,
ENSG00000197860,39.79,SGTB,54557
ENSG00000170537,46.16,TMC7,79905
ENSG00000126953,43.74,TIMM8A,1678
ENSG00000109911,35.79,ELP4,26610
ENSG00000010671,43.18,BTK,695
ENSG00000168028,45.12,RPSA,3921
ENSG00000123213,40.37,NLN,57486
ENSG00000222952,56.44,RNA5SP41,
ENSG00000129214,51.50,SHBG,6462
ENSG00000237445,52.92,AL359771.1,
ENSG00000253085,46.92,AL359771.2,
ENSG00000116731,43.44,PRDM2,7799
ENSG00000274259,54.02,SYNGAP1-AS1,
ENSG00000284256,53.27,MIR5004,100847012
ENSG00000213588,53.65,ZBTB9,221504
ENSG00000285080,41.25,AC068724.3,
ENSG00000281269,57.14,AC068724.2,
ENSG00000205871,42.17,RPS3AP47,
ENSG00000236900,38.28,TIMM9P1,
ENSG00000111664,54.70,GNB3,2784
ENSG00000214629,50.91,RPSAP6,
ENSG00000204188,50.50,GGNBP1,449520
ENSG00000213731,51.90,RAB5CP1,
ENSG00000137842,40.55,TMEM62,80021
ENSG00000232342,35.49,AC022540.1,
ENSG00000226253,45.60,MRPL35P3,
ENSG00000206756,41.18,Y_RNA,
ENSG00000271710,38.42,NDUFA8P1,
ENSG00000214626,54.08,POLR3DP1,
ENSG00000164776,54.00,PHKG1,5260
ENSG00000207167,39.25,RNU6-1340P,
ENSG00000213525,54.66,FAM32CP,
ENSG00000261465,42.81,AC099518.4,
ENSG00000272748,46.26,AC063962.1,
ENSG00000242014,52.77,RN7SL26P,
ENSG00000261357,41.34,AC099518.2,
ENSG00000276746,53.39,Metazoa_SRP,
ENSG00000030110,57.18,BAK1,578
ENSG00000206760,49.01,SNORA6,574040
ENSG00000202363,47.71,SNORA62,
ENSG00000167186,46.17,COQ7,10229
ENSG00000286996,38.37,AC099332.2,
ENSG00000156650,40.71,KAT6B,23522
ENSG00000286781,45.44,AC099332.1,
ENSG00000168314,40.07,MOBP,4336
ENSG00000251648,51.61,AC008958.1,
ENSG00000269961,48.32,AC010359.2,
ENSG00000189337,45.46,KAZN,23254
ENSG00000224644,40.21,AL135787.1,
ENSG00000112851,37.26,ERBIN,55914
ENSG00000204173,44.43,LRRC37A5P,652972
ENSG00000197251,56.89,LINC00336,401253
ENSG00000059769,42.76,DNAJC25,548645
ENSG00000096433,55.13,ITPR3,3710
ENSG00000138078,37.28,PREPL,9581
ENSG00000244115,43.44,DNAJC25-GNG10,552891
ENSG00000260928,44.92,SPCS2P1,
ENSG00000285117,43.12,AC068724.4,
ENSG00000261687,46.94,AC068724.1,
ENSG00000242616,45.67,GNG10,2790
ENSG00000106153,44.90,CHCHD2,51142
ENSG00000166946,40.90,CCNDBP1,23582
ENSG00000207046,38.10,RNU6-886P,
ENSG00000259087,35.21,AL121790.2,
ENSG00000258414,36.00,AL121790.1,
ENSG00000129514,50.86,FOXA1,3169
ENSG00000252151,44.66,RNU6-1265P,
ENSG00000231606,42.30,AL357873.1,
ENSG00000165181,35.81,SHOC1,158401
ENSG00000185290,54.75,NUPR2,389493
ENSG00000234593,42.04,KAZN-AS1,
ENSG00000230191,57.33,IFITM3P4,
ENSG00000233028,52.76,AC006970.1,
ENSG00000285670,43.72,AC006970.2,
ENSG00000139865,37.99,TTC6,319089
ENSG00000111665,51.60,CDCA3,83461
ENSG00000227491,45.08,CCNJP1,
ENSG00000223559,42.33,AC073136.1,
ENSG00000235829,41.03,TBCAP2,
ENSG00000287756,50.57,AL031293.1,
ENSG00000285885,43.62,AC092058.1,
ENSG00000260430,45.55,AC099518.1,
ENSG00000175147,49.51,TMEM51-AS1,200197
ENSG00000230757,45.69,NFU1P1,
ENSG00000278389,47.33,AC099518.6,
ENSG00000224155,38.63,AC073136.2,
ENSG00000205730,49.31,ITPRIPL2,162073
ENSG00000203462,42.23,AC093392.1,
ENSG00000261427,46.79,AC099518.3,
ENSG00000202296,42.99,RNU6-1335P,
ENSG00000231299,41.11,SEPTIN14P24,
ENSG00000225371,61.39,CICP8,
ENSG00000170011,40.16,MYRIP,25924
ENSG00000224370,35.31,AC093392.2,
ENSG00000223330,38.46,RNU6-1052P,
ENSG00000232944,45.12,AC092423.1,
ENSG00000261759,43.17,AC099518.5,
ENSG00000171729,48.41,TMEM51,55092
ENSG00000237268,38.85,AC092447.7,
ENSG00000103528,45.90,SYT17,51760
ENSG00000278205,34.45,AC092447.10,
ENSG00000225488,48.98,AC092447.4,
ENSG00000241343,41.82,RPL36A,6173
ENSG00000226485,49.69,RBM22P3,
ENSG00000261275,55.45,AC092447.8,
ENSG00000231504,40.60,NMD3P2,
ENSG00000223740,34.69,AC092447.3,
ENSG00000233288,37.53,AC092447.5,101928401
ENSG00000224947,42.55,VN1R25P,
ENSG00000253828,32.98,MTND2P38,
ENSG00000111667,52.75,USP5,8078
ENSG00000213650,45.12,AC092447.2,
ENSG00000204464,43.36,C1orf195,727684
ENSG00000282321,37.04,MTND1P7,
ENSG00000234716,41.51,AC092447.6,
ENSG00000209702,47.14,SNORD41,26810
ENSG00000213067,46.47,AC092447.1,
ENSG00000267004,51.89,AC018761.1,
ENSG00000252594,44.86,RNU6-656P,
ENSG00000215720,45.97,MFFP1,
ENSG00000254118,40.30,MTCYBP20,
ENSG00000271047,39.58,AC092447.9,
ENSG00000123144,54.44,TRIR,79002
ENSG00000287019,44.33,AC095038.5,
ENSG00000278480,53.61,ZBTB2P1,
ENSG00000229909,40.95,TRIM60P16,
ENSG00000257529,42.41,RPL36A-HNRNPH2,100529097
ENSG00000254156,37.08,MTND6P20,
ENSG00000228303,35.09,AC095038.1,
ENSG00000253803,36.10,AC091163.3,
ENSG00000286477,42.50,AC095038.4,102723684
ENSG00000253745,48.71,AC091163.1,
ENSG00000142621,47.42,FHAD1,114827
ENSG00000277174,39.00,AC095038.2,
ENSG00000198356,53.33,GET3,439
ENSG00000282879,49.74,AC095038.3,
ENSG00000253782,45.46,AC091163.2,105375814
ENSG00000277253,61.14,CICP28,
ENSG00000215179,40.38,MAPK6P4,
ENSG00000279072,56.51,AC118758.2,
ENSG00000222099,44.22,RN7SKP32,
ENSG00000248347,41.39,AC120036.1,
ENSG00000102393,42.80,GLA,2717
ENSG00000285992,38.55,AC120036.5,
ENSG00000200986,42.06,RNU6-819P,
ENSG00000233437,49.93,AC118758.1,100130849
ENSG00000188873,49.69,RPL10AP2,
ENSG00000039987,57.95,BEST2,54831
ENSG00000248531,49.62,NDUFA5P12,
ENSG00000200385,47.45,AL136296.1,
ENSG00000225244,56.02,AC069152.1,
ENSG00000201431,42.06,RNU6-1277P,
ENSG00000224067,60.09,AL354877.1,
ENSG00000259091,38.60,LINC00517,400208
ENSG00000254348,61.33,AC120036.3,
ENSG00000206907,36.45,RNU6-1013P,
ENSG00000264426,60.00,MIR4283-1,100422917
ENSG00000189166,56.00,TNRC18P3,
ENSG00000255366,41.23,AC120036.4,
ENSG00000148154,40.18,UGCG,7357
ENSG00000253502,54.05,ATP6V1G1P2,
ENSG00000253817,55.14,AC120036.2,
ENSG00000215177,55.95,IGLV8OR8-1,
ENSG00000258696,43.80,AL359233.1,
ENSG00000214668,59.54,SLC29A4P1,
ENSG00000259048,37.09,AL392023.2,
ENSG00000258649,43.04,AL392023.1,
ENSG00000164808,40.76,SPIDR,23514
ENSG00000139874,54.26,SSTR1,6751
ENSG00000229508,63.62,PHKG1P4,
ENSG00000275061,42.10,SEPTIN7P15,
ENSG00000185177,39.47,ZNF479,90827
ENSG00000176435,57.35,CLEC14A,161198
ENSG00000286790,46.82,AC010494.1,
ENSG00000259072,37.01,AL355835.1,
ENSG00000261210,44.76,CLEC19A,728276
ENSG00000286436,39.91,AC099654.11,
ENSG00000235095,41.62,AC099654.2,
ENSG00000228061,34.97,AC131571.1,
ENSG00000283431,36.40,AC099654.5,
ENSG00000271468,34.36,AL357094.1,
ENSG00000258948,55.18,KRT8P1,
ENSG00000284474,34.30,AC099654.8,
ENSG00000266315,30.00,MIR4668,100616114
ENSG00000095066,53.64,HOOK2,29911
ENSG00000222356,35.24,RNU6-710P,
ENSG00000283547,38.77,MTATP6P8,
ENSG00000231537,38.86,MTCO3P10,
ENSG00000259871,37.34,AC130456.1,
ENSG00000259070,38.10,LINC00639,283547
ENSG00000259953,41.71,AL138756.1,
ENSG00000285869,45.76,LINC02858,105371113
ENSG00000283230,37.14,AC099654.4,
ENSG00000259925,44.02,AC130456.2,
ENSG00000283481,32.96,MTND4LP32,
ENSG00000225295,36.31,MTND4P4,
ENSG00000280265,47.13,AC130456.7,
ENSG00000106868,42.75,SUSD1,64420
ENSG00000228440,38.04,MTND5P6,
ENSG00000283311,36.52,MTND6P29,
ENSG00000224880,40.46,MTCYBP29,
ENSG00000103534,45.06,TMC5,79838
ENSG00000224723,57.79,GUSBP10,
ENSG00000230764,37.59,MTND1P4,
ENSG00000237309,35.24,MTND2P6,
ENSG00000236692,41.27,MTCO1P10,
ENSG00000137288,49.22,UQCC2,84300
ENSG00000284291,38.67,MTCO2P10,
ENSG00000284098,32.30,AC099654.6,
ENSG00000283626,38.35,MTATP6P10,
ENSG00000228851,39.90,MTCO3P4,
ENSG00000284558,39.00,AC099654.9,
ENSG00000284221,36.39,AC099654.7,
ENSG00000227584,36.46,MTND4P5,
ENSG00000266509,54.21,MIR3934,100500873
ENSG00000161896,53.34,IP6K3,117283
ENSG00000126945,39.65,HNRNPH2,3188
ENSG00000258680,53.25,AL132994.1,
ENSG00000230531,37.43,MTND5P7,
ENSG00000270713,52.98,AL132994.2,
ENSG00000199285,39.81,Y_RNA,
ENSG00000284572,38.90,AC099654.10,
ENSG00000234671,40.88,MTCYBP5,
ENSG00000196440,41.06,ARMCX4,100131755
ENSG00000100934,38.80,SEC23A,10484
ENSG00000007372,49.68,PAX6,5080
ENSG00000169325,58.46,GUSBP12,
ENSG00000234089,51.67,AC099654.1,105375297
ENSG00000238431,45.45,RNU7-157P,
ENSG00000287517,52.26,AC099654.12,
ENSG00000274299,33.59,AC099654.3,
ENSG00000280225,48.09,AC237221.2,
ENSG00000260653,49.82,AC237221.1,
ENSG00000267212,52.40,AC018761.3,
ENSG00000263800,52.31,MIR5684,100847071
ENSG00000171223,64.86,JUNB,3726
ENSG00000161904,53.17,LEMD2,221496
ENSG00000111669,59.16,TPI1,7167
ENSG00000167815,54.37,PRDX2,7001
ENSG00000166947,50.03,EPB42,2038
ENSG00000233485,48.02,FHAD1-AS1,101927417
ENSG00000236045,50.96,AL031283.2,
ENSG00000141504,56.73,SAT2,112483
ENSG00000228140,48.74,AL031283.1,
ENSG00000266168,66.67,MIR3147,100422939
ENSG00000227182,44.98,VN1R28P,
ENSG00000143919,37.93,CAMKMT,79823
ENSG00000235368,71.81,SAPCD2P2,
ENSG00000182111,38.95,ZNF716,441234
ENSG00000142634,56.77,EFHD2,79180
ENSG00000270957,58.49,AC092175.1,
ENSG00000234557,43.58,PPIAP90,
ENSG00000233601,38.60,NCOR1P3,
ENSG00000243981,44.71,AC064862.6,
ENSG00000237682,42.80,PRKCIP1,
ENSG00000126947,48.89,ARMCX1,51309
ENSG00000270749,67.70,AC064862.7,
ENSG00000229627,56.70,BSNDP4,
ENSG00000230796,57.78,AC064862.1,
ENSG00000237639,55.39,AC064862.5,
ENSG00000162438,51.84,CTRC,11330
ENSG00000233962,55.52,AC064862.2,
ENSG00000204072,47.50,ARMCX7P,
ENSG00000236261,54.49,AC064862.4,
ENSG00000267062,54.47,AC018761.2,
ENSG00000234085,54.29,AC064862.3,
ENSG00000284491,53.07,THSD8,
ENSG00000227015,52.13,AC023141.4,
ENSG00000198960,51.56,ARMCX6,54470
ENSG00000232161,50.00,AC023141.8,
ENSG00000230271,56.82,AC023141.5,
ENSG00000104889,51.76,RNASEH2A,10535
ENSG00000250923,49.75,AC023141.12,
ENSG00000224484,55.09,AC023141.2,
ENSG00000222327,37.50,RNU6-855P,
ENSG00000200261,41.07,Y_RNA,
ENSG00000225513,54.22,AL158824.1,
ENSG00000236907,50.73,AC023141.9,
ENSG00000119314,37.70,PTBP3,9991
ENSG00000129244,54.22,ATP1B2,482
ENSG00000111671,49.45,SPSB2,84727
ENSG00000111671,49.45,SPSB2,105369632
ENSG00000259439,52.50,LINC01833,107985879
ENSG00000250618,53.96,AC023141.11,
ENSG00000142615,48.28,CELA2A,63036
ENSG00000224653,57.60,AC023141.3,
ENSG00000201570,38.73,RNU4-56P,
ENSG00000280739,41.48,EIF1B-AS1,440952
ENSG00000223836,56.46,AC023141.1,
ENSG00000237236,54.99,AC023141.10,
ENSG00000278957,53.21,AC012354.9,
ENSG00000231232,51.04,AC023141.6,
ENSG00000274520,56.32,AC012354.2,
ENSG00000102401,45.41,ARMCX3,51566
ENSG00000277311,62.21,AC012354.7,
ENSG00000231484,40.36,AC023141.7,
ENSG00000276229,56.00,AC012354.5,
ENSG00000277809,68.21,AC012354.8,
ENSG00000276048,58.30,AC012354.4,
ENSG00000271696,67.13,AC023141.13,
ENSG00000274547,72.96,AC012354.3,
ENSG00000276670,42.29,AC012354.6,
ENSG00000233918,65.41,AC128676.1,
ENSG00000240370,48.71,RPL13P5,
ENSG00000236502,51.86,SIX3-AS1,100506108
ENSG00000207443,40.19,RNU6-417P,
ENSG00000227148,50.03,AC069285.2,
ENSG00000233454,46.35,AC069285.3,
ENSG00000138083,57.28,SIX3,6496
ENSG00000233782,40.35,ZNF90P3,
ENSG00000234312,70.88,SAPCD2P4,
ENSG00000265327,53.67,RN7SL411P,
ENSG00000202517,52.99,AC099331.1,
ENSG00000132026,55.27,RTBDN,83546
ENSG00000225156,50.97,AC012354.1,
ENSG00000231523,38.58,SEPTIN14P1,
ENSG00000114784,41.69,EIF1B,10289
ENSG00000248256,36.91,OCIAD1-AS1,100861517
ENSG00000231848,54.23,KRTCAP2P1,
ENSG00000010626,47.35,LRRC23,10233
ENSG00000170577,58.98,SIX2,10736
ENSG00000199231,38.75,AC069285.1,
ENSG00000237572,37.44,AC092001.1,
ENSG00000215704,48.76,CELA2B,51032
ENSG00000145247,41.87,OCIAD2,132299
ENSG00000226075,63.01,PHKG1P1,
ENSG00000096395,54.75,MLN,4295
ENSG00000244550,39.54,AC006455.8,
ENSG00000231156,70.11,AC093702.1,
ENSG00000240651,42.07,SEPTIN7P4,
ENSG00000223797,41.22,ENTPD3-AS1,285266
ENSG00000236638,52.30,AC006455.7,
ENSG00000205054,44.50,LINC01121,400952
ENSG00000185037,37.14,ZNF733P,
ENSG00000104055,46.32,TGM5,9333
ENSG00000226587,40.81,AC006455.1,
ENSG00000228275,57.28,ARMCX3-AS1,
ENSG00000231054,64.30,AC093833.1,
ENSG00000261101,39.63,AC234775.2,
ENSG00000259121,50.25,AL109628.1,
ENSG00000227298,51.22,ARAFP3,
ENSG00000286728,42.96,AC009236.2,
ENSG00000141510,48.85,TP53,7157
ENSG00000207291,44.86,RNU6-30P,
ENSG00000286519,41.42,AC009236.1,
ENSG00000286000,38.76,AC234775.3,
ENSG00000232165,45.58,AC006455.6,
ENSG00000258651,60.03,SEC23A-AS1,105370458
ENSG00000258591,47.27,PPIAP4,
ENSG00000230000,51.78,AC006455.5,
ENSG00000230274,49.73,PGAM1P3,
ENSG00000068784,36.55,SRBD1,55133
ENSG00000184867,51.75,ARMCX2,9823
ENSG00000287089,55.87,AL138889.3,
ENSG00000092208,39.65,GEMIN2,8487
ENSG00000168032,41.75,ENTPD3,956
ENSG00000227545,66.89,AC006455.2,
ENSG00000132906,48.70,CASP9,842
ENSG00000249346,50.85,LINC01016,100507584
ENSG00000227923,57.96,AC006455.3,
ENSG00000229301,39.77,AC006455.4,
ENSG00000236284,40.27,VN1R31P,
ENSG00000230361,44.75,VN1R32P,
ENSG00000242256,51.72,RN7SL57P,
ENSG00000199525,48.76,RNA5SP295,
ENSG00000243911,52.89,RN7SL430P,
ENSG00000230081,39.11,HSPE1P28,
ENSG00000213529,47.89,RPL32P22,
ENSG00000230600,37.08,AC073188.3,
ENSG00000119471,40.76,HSDL2,84263
ENSG00000232817,39.77,AC073188.4,
ENSG00000271362,33.47,AL138889.2,
ENSG00000233183,52.29,AL138889.1,
ENSG00000227305,40.68,AC073188.2,
ENSG00000223889,58.45,AC073188.1,
ENSG00000234387,57.01,AC073188.5,
ENSG00000252913,40.00,RNU6-158P,
ENSG00000251334,47.49,AC020593.1,
ENSG00000268181,51.75,AC073188.6,
ENSG00000109182,39.37,CWH43,80157
ENSG00000234467,67.11,SLC25A1P2,
ENSG00000227426,45.66,VN1R33P,
ENSG00000224368,50.45,ARAFP2,
ENSG00000197990,34.79,ZNF734P,
ENSG00000230132,52.04,AC006457.1,
ENSG00000202211,42.16,Y_RNA,
ENSG00000164740,41.96,SEPTIN7P5,
ENSG00000261679,43.51,ATP5PDP1,
ENSG00000159495,47.74,TGM7,116179
ENSG00000228645,63.62,PHKG1P2,
ENSG00000214660,59.49,SLC29A4P2,
ENSG00000276824,50.00,MIR7159,102466816
ENSG00000221697,51.25,MIR1275,100302123
ENSG00000267424,52.67,AC020934.1,
ENSG00000105613,52.40,MAST1,22983
ENSG00000124493,56.00,GRM4,2914
ENSG00000223566,55.88,TNRC18P2,
ENSG00000239396,53.06,RN7SL414P,
ENSG00000171132,44.43,PRKCE,5581
ENSG00000230185,40.94,C9orf147,
ENSG00000265214,60.00,MIR4283-2,100422848
ENSG00000226401,56.08,AC006015.1,
ENSG00000226411,54.09,AC079355.1,
ENSG00000165185,38.96,KIAA1958,158405
ENSG00000260406,49.04,AC009852.1,
ENSG00000271466,61.30,CICP24,
ENSG00000168806,46.02,LCMT2,9836
ENSG00000227397,70.00,AC079355.2,
ENSG00000248593,46.24,DSTNP2,171220
ENSG00000236574,50.00,AC092634.5,
ENSG00000225451,36.53,AC092634.2,
ENSG00000275703,43.17,U47924.3,
ENSG00000168803,39.84,ADAL,161823
ENSG00000236299,44.14,AC092634.4,
ENSG00000111674,55.33,ENO2,2026
ENSG00000253330,52.17,AC024451.2,
ENSG00000235720,41.59,GABPAP,
ENSG00000223753,42.24,AC234775.1,
ENSG00000212584,36.79,RNU6-587P,
ENSG00000269924,41.62,AC024451.4,
ENSG00000226581,39.34,LINC02848,
ENSG00000250068,43.84,AL445187.1,
ENSG00000229090,36.57,FO082842.1,
ENSG00000251354,47.28,AC024451.1,
ENSG00000188846,44.36,RPL14,9045
ENSG00000178146,43.69,GK4P,
ENSG00000148153,40.09,INIP,58493
ENSG00000254065,45.79,AC024451.3,
ENSG00000126952,42.23,NXF5,55998
ENSG00000207369,42.99,RNU6-665P,
ENSG00000221869,65.97,CEBPD,1052
ENSG00000182400,40.78,TRAPPC6B,122553
ENSG00000253729,41.93,PRKDC,5591
ENSG00000226342,40.86,NMD3P1,
ENSG00000227910,51.45,AC092634.3,
ENSG00000225455,52.64,TPI1P4,
ENSG00000116138,44.67,DNAJC16,23341
ENSG00000249828,52.52,AC118282.3,
ENSG00000249079,33.42,AC118282.2,
ENSG00000287588,48.42,AC092634.8,
ENSG00000260681,55.57,AC130456.4,
ENSG00000280043,47.02,AC118282.4,
ENSG00000213645,65.34,SLC25A1P3,
ENSG00000260592,44.08,AC130456.3,
ENSG00000250016,49.93,SNX18P23,
ENSG00000233173,44.39,VN1R34P,
ENSG00000222750,43.48,RNU4-46P,
ENSG00000237961,35.41,AC118282.1,
ENSG00000260934,43.48,AC130456.5,
ENSG00000231264,49.92,ARAFP1,
ENSG00000268736,39.00,MTCO3P39,
ENSG00000006007,40.14,GDE1,51573
ENSG00000284534,36.11,AC092634.7,
ENSG00000248946,31.75,MTND3P22,
ENSG00000228660,45.45,VN1R35P,
ENSG00000248583,31.04,AC119751.3,
ENSG00000140265,44.13,ZSCAN29,146050
ENSG00000230639,36.77,VN1R36P,
ENSG00000276181,69.12,MIR6794,102466196
ENSG00000176232,39.16,AC092634.1,
ENSG00000105612,52.62,DNASE2,1777
ENSG00000226609,44.05,AL390067.1,
ENSG00000278577,46.60,AC092634.6,
ENSG00000251056,31.33,ANKRD20A17P,
ENSG00000241149,37.96,ZNF722P,
ENSG00000148158,44.28,SNX30,401548
ENSG00000228564,46.57,LINC01005,100506050
ENSG00000250769,35.28,AC119751.5,
ENSG00000248532,67.62,AC119751.2,
ENSG00000269848,66.67,AC119751.8,
ENSG00000268967,33.90,AC119751.7,
ENSG00000268391,39.00,MTCO3P42,
ENSG00000286397,51.14,AC115220.2,
ENSG00000232471,35.27,AC119751.1,
ENSG00000285544,40.83,AC115220.1,
ENSG00000251630,53.23,AC119751.6,
ENSG00000214652,37.48,ZNF727,442319
ENSG00000251539,49.78,SNX18P24,
ENSG00000250753,32.21,AC119751.4,
ENSG00000223558,40.51,TRIM60P17,
ENSG00000249337,49.60,SNX18P25,
ENSG00000224458,44.93,GUSBP6,
ENSG00000228481,42.01,PRKCE-AS1,105374580
ENSG00000119457,48.00,SLC46A2,57864
ENSG00000233829,44.02,RPL26P15,
ENSG00000232696,43.37,AC017006.2,
ENSG00000267735,52.31,AC020934.2,
ENSG00000231336,52.52,AC017006.1,
ENSG00000105610,61.58,KLF1,10661
ENSG00000233335,49.37,RPL36AP14,
ENSG00000285830,36.25,AL109628.2,
ENSG00000248704,36.49,MTND4P2,
